metabolites,numerator,denominator,p-value,q-value,FC
gamma-glutamylmethionine,GL405,CL2355,0.0795,0.6772,57.79
gamma-glutamylphenylalanine,GL405,CL2355,0.1189,0.7395,11.66
gamma-glutamylthreonine,GL405,CL2355,0.0100,0.3859,0.22
gamma-glutamyltyrosine,GL405,CL2355,0.7322,0.9985,1.33
gamma-glutamylvaline,GL405,CL2355,0.3272,0.8617,4.37
gamma-glutamylserine,GL405,CL2355,0.0864,0.6876,0.38
gamma-glutamylcitrulline*,GL405,CL2355,1.0000,1.0000,1.00
leucylhydroxyproline*,GL405,CL2355,0.1044,0.7060,9.22
alanylleucine,GL405,CL2355,0.9566,1.0000,0.97
cyclo(gly-pro),GL405,CL2355,0.2341,0.7883,0.74
glycylisoleucine,GL405,CL2355,0.8801,1.0000,1.23
glycylleucine,GL405,CL2355,0.8539,1.0000,0.86
glycylvaline,GL405,CL2355,0.9844,1.0000,1.02
histidylalanine,GL405,CL2355,0.9552,1.0000,1.37
isoleucylglycine,GL405,CL2355,0.9317,1.0000,1.16
leucylalanine,GL405,CL2355,0.6601,0.9923,0.64
leucylglycine,GL405,CL2355,0.5352,0.9502,0.66
lysylleucine,GL405,CL2355,0.1379,0.7814,5.55
phenylalanylalanine,GL405,CL2355,0.9636,1.0000,1.20
phenylalanylglycine,GL405,CL2355,0.8354,1.0000,0.90
phenylalanylhydroxyproline*,GL405,CL2355,0.0018,0.2737,15.11
prolylglycine,GL405,CL2355,0.3406,0.8617,1.74
threonylphenylalanine,GL405,CL2355,0.8588,1.0000,1.27
tyrosylglycine,GL405,CL2355,0.7598,0.9985,1.25
valylglutamine,GL405,CL2355,0.7502,0.9985,1.34
valylglycine,GL405,CL2355,0.5458,0.9502,1.43
valylleucine,GL405,CL2355,0.9150,1.0000,1.27
leucylglutamine*,GL405,CL2355,0.7436,0.9985,1.53
alanyl-glutamyl-meso-diaminopimelate,GL405,CL2355,0.0461,0.5685,0.17
phenylacetylcarnitine,GL405,CL2355,0.0540,0.6028,0.76
phenylacetylglutamine,GL405,CL2355,0.7982,1.0000,2.07
"N,N-dimethyl-pro-pro",GL405,CL2355,0.7266,0.9985,0.97
"1,5-anhydroglucitol (1,5-AG)",GL405,CL2355,0.0662,0.6642,0.56
glucose,GL405,CL2355,0.2917,0.8574,2.01
glucose 6-phosphate,GL405,CL2355,0.4013,0.8842,1.67
"fructose 1,6-diphosphate/glucose 1,6-diphosphate/myo-inositol diphosphates",GL405,CL2355,0.3094,0.8597,1.55
dihydroxyacetone phosphate (DHAP),GL405,CL2355,0.2339,0.7883,1.53
2-phosphoglycerate,GL405,CL2355,0.9814,1.0000,1.00
3-phosphoglycerate,GL405,CL2355,0.8909,1.0000,1.08
phosphoenolpyruvate (PEP),GL405,CL2355,0.7809,1.0000,1.23
pyruvate,GL405,CL2355,0.7080,0.9985,0.80
lactate,GL405,CL2355,0.3874,0.8803,0.82
glycerate,GL405,CL2355,0.0104,0.3859,0.35
6-phosphogluconate,GL405,CL2355,0.4929,0.9320,1.58
ribose 1-phosphate,GL405,CL2355,0.4037,0.8842,0.68
sedoheptulose-7-phosphate,GL405,CL2355,0.9834,1.0000,1.08
ribose,GL405,CL2355,0.2950,0.8574,0.36
ribitol,GL405,CL2355,0.9687,1.0000,0.97
ribonate,GL405,CL2355,0.1131,0.7168,0.03
arabitol/xylitol,GL405,CL2355,0.2286,0.7883,0.73
arabonate/xylonate,GL405,CL2355,0.2343,0.7883,0.50
sedoheptulose,GL405,CL2355,0.4885,0.9288,0.61
lyxonate,GL405,CL2355,0.3843,0.8803,2.05
maltotetraose,GL405,CL2355,0.6209,0.9828,0.72
maltotriose,GL405,CL2355,0.6339,0.9869,1.29
maltose,GL405,CL2355,0.8464,1.0000,1.23
lactobionate,GL405,CL2355,0.1750,0.7883,0.17
trehalose,GL405,CL2355,0.1719,0.7883,3.66
trehalose 6-phosphate,GL405,CL2355,0.6368,0.9869,1.39
mannitol/sorbitol,GL405,CL2355,0.2191,0.7883,1.54
mannose,GL405,CL2355,0.9989,1.0000,1.10
galactitol (dulcitol),GL405,CL2355,0.3265,0.8617,1.87
UDP-glucose,GL405,CL2355,0.4945,0.9320,1.79
UDP-galactose,GL405,CL2355,0.0590,0.6290,32.85
UDP-glucuronate,GL405,CL2355,0.9518,1.0000,1.09
UDP-N-acetylglucosamine/galactosamine,GL405,CL2355,0.1359,0.7814,2.21
deoxythymidine diphosphate-rhamnose,GL405,CL2355,0.2101,0.7883,0.30
glucosamine-6-phosphate,GL405,CL2355,0.2445,0.7946,1.93
glucuronate,GL405,CL2355,0.1999,0.7883,1.77
diacetylchitobiose,GL405,CL2355,0.5879,0.9761,1.63
N-acetylglucosamine 6-phosphate,GL405,CL2355,0.3993,0.8842,1.74
N-acetyl-glucosamine 1-phosphate,GL405,CL2355,0.5028,0.9320,1.69
N-acetylmuramate,GL405,CL2355,0.1439,0.7814,0.28
N-acetylglucosaminylasparagine,GL405,CL2355,0.7687,0.9985,1.12
erythronate*,GL405,CL2355,0.8366,1.0000,0.95
N-acetylglucosamine/N-acetylgalactosamine,GL405,CL2355,0.3931,0.8842,1.16
N6-carboxymethyllysine,GL405,CL2355,0.0994,0.7028,2.16
citrate,GL405,CL2355,0.5580,0.9589,1.71
aconitate [cis or trans],GL405,CL2355,0.9632,1.0000,1.10
isocitrate,GL405,CL2355,0.7842,1.0000,0.90
alpha-ketoglutarate,GL405,CL2355,0.9781,1.0000,1.05
succinylcarnitine (C4-DC),GL405,CL2355,0.1242,0.7480,0.47
succinate,GL405,CL2355,0.7119,0.9985,0.94
fumarate,GL405,CL2355,0.7599,0.9985,0.80
malate,GL405,CL2355,0.8761,1.0000,0.98
2-methylcitrate/homocitrate,GL405,CL2355,0.3071,0.8597,0.64
phosphate,GL405,CL2355,0.8493,1.0000,1.08
acetyl CoA,GL405,CL2355,0.2038,0.7883,0.48
butyrate/isobutyrate (4:0),GL405,CL2355,0.3196,0.8597,1.72
caprate (10:0),GL405,CL2355,0.5341,0.9502,0.69
cis-4-decenoate (10:1n6)*,GL405,CL2355,0.0063,0.3859,0.13
10-undecenoate (11:1n1),GL405,CL2355,0.1084,0.7165,0.49
laurate (12:0),GL405,CL2355,0.3958,0.8842,0.73
5-dodecenoate (12:1n7),GL405,CL2355,0.0192,0.5002,0.31
myristate (14:0),GL405,CL2355,0.2018,0.7883,0.63
stearate (18:0),GL405,CL2355,0.6692,0.9923,1.24
nonadecanoate (19:0),GL405,CL2355,0.6571,0.9923,1.49
arachidate (20:0),GL405,CL2355,0.7614,0.9985,1.25
behenate (22:0)*,GL405,CL2355,0.1728,0.7883,0.40
myristoleate (14:1n5),GL405,CL2355,0.0266,0.5317,0.39
palmitoleate (16:1n7),GL405,CL2355,0.2622,0.8043,0.70
oleate/vaccenate (18:1),GL405,CL2355,0.5421,0.9502,0.80
eicosenoate (20:1),GL405,CL2355,0.4124,0.8889,0.73
erucate (22:1n9),GL405,CL2355,0.5619,0.9619,0.75
tetradecadienoate (14:2)*,GL405,CL2355,0.0489,0.5685,0.31
hexadecatrienoate (16:3n3),GL405,CL2355,0.9342,1.0000,1.70
heptadecatrienoate (17:3)*,GL405,CL2355,0.8866,1.0000,1.29
stearidonate (18:4n3),GL405,CL2355,0.8689,1.0000,1.11
eicosapentaenoate (EPA; 20:5n3),GL405,CL2355,0.8471,1.0000,0.95
docosapentaenoate (n3 DPA; 22:5n3),GL405,CL2355,0.4376,0.8916,0.67
docosatrienoate (22:3n3),GL405,CL2355,0.3865,0.8803,0.60
hexadecadienoate (16:2n6),GL405,CL2355,0.5748,0.9652,1.06
linoleate (18:2n6),GL405,CL2355,0.3430,0.8617,0.67
linolenate [alpha or gamma; (18:3n3 or 6)],GL405,CL2355,0.9121,1.0000,1.20
dihomo-linoleate (20:2n6),GL405,CL2355,0.0625,0.6548,0.39
dihomo-linolenate (20:3n3 or n6),GL405,CL2355,0.9215,1.0000,0.96
arachidonate (20:4n6),GL405,CL2355,0.3179,0.8597,1.28
docosadienoate (22:2n6),GL405,CL2355,0.3395,0.8617,0.82
(12 or 13)-methylmyristate (a15:0 or i15:0),GL405,CL2355,0.4485,0.8921,0.90
(14 or 15)-methylpalmitate (a17:0 or i17:0),GL405,CL2355,0.3597,0.8696,0.86
(16 or 17)-methylstearate (a19:0 or i19:0),GL405,CL2355,0.6042,0.9777,2.40
glutarate (C5-DC),GL405,CL2355,0.5806,0.9682,0.72
2-hydroxyglutarate,GL405,CL2355,0.8807,1.0000,1.02
3-hydroxyadipate,GL405,CL2355,0.4780,0.9188,1.34
maleate,GL405,CL2355,0.7530,0.9985,0.86
suberate (C8-DC),GL405,CL2355,0.1446,0.7814,0.48
azelate (C9-DC),GL405,CL2355,0.5488,0.9502,0.85
sebacate (C10-DC),GL405,CL2355,0.6022,0.9777,0.78
dodecanedioate (C12-DC),GL405,CL2355,0.0381,0.5317,0.58
dodecadienoate (12:2)*,GL405,CL2355,0.2305,0.7883,0.53
tetradecanedioate (C14-DC),GL405,CL2355,0.0640,0.6548,1.87
hexadecanedioate (C16-DC),GL405,CL2355,0.2263,0.7883,1.56
hexadecenedioate (C16:1-DC)*,GL405,CL2355,0.1699,0.7883,2.57
octadecanedioate (C18-DC),GL405,CL2355,0.7983,1.0000,0.90
octadecenedioate (C18:1-DC),GL405,CL2355,0.8271,1.0000,1.14
octadecadienedioate (C18:2-DC)*,GL405,CL2355,0.1028,0.7060,2.70
nonadecanedioate (C19-DC),GL405,CL2355,0.5391,0.9502,0.86
propionylcarnitine (C3),GL405,CL2355,0.6477,0.9915,0.76
methylmalonate (MMA),GL405,CL2355,0.1893,0.7883,1.63
acetylcarnitine (C2),GL405,CL2355,0.6971,0.9985,0.81
octanoylcarnitine (C8),GL405,CL2355,0.1827,0.7883,1.86
"cis-3,4-methyleneheptanoylcarnitine",GL405,CL2355,0.3763,0.8803,1.62
pentadecanoylcarnitine (C15)*,GL405,CL2355,0.7578,0.9985,1.30
palmitoylcarnitine (C16),GL405,CL2355,0.9847,1.0000,1.15
margaroylcarnitine (C17)*,GL405,CL2355,0.7321,0.9985,0.90
stearoylcarnitine (C18),GL405,CL2355,0.6799,0.9933,1.35
arachidoylcarnitine (C20)*,GL405,CL2355,0.5442,0.9502,1.32
behenoylcarnitine (C22)*,GL405,CL2355,0.1689,0.7883,0.59
lignoceroylcarnitine (C24)*,GL405,CL2355,0.4474,0.8921,0.79
cerotoylcarnitine (C26)*,GL405,CL2355,0.8917,1.0000,0.77
3-decenoylcarnitine,GL405,CL2355,0.0543,0.6028,3.38
cis-4-decenoylcarnitine (C10:1),GL405,CL2355,0.1708,0.7883,3.36
undecenoylcarnitine (C11:1),GL405,CL2355,0.0101,0.3859,3.83
5-dodecenoylcarnitine (C12:1),GL405,CL2355,0.3095,0.8597,2.58
myristoleoylcarnitine (C14:1)*,GL405,CL2355,0.0467,0.5685,3.06
palmitoleoylcarnitine (C16:1)*,GL405,CL2355,0.6550,0.9923,0.84
oleoylcarnitine (C18:1),GL405,CL2355,0.6121,0.9799,0.76
eicosenoylcarnitine (C20:1)*,GL405,CL2355,0.5414,0.9502,0.82
linoleoylcarnitine (C18:2)*,GL405,CL2355,0.0964,0.7028,0.30
dihomo-linoleoylcarnitine (C20:2)*,GL405,CL2355,0.1984,0.7883,0.46
arachidonoylcarnitine (C20:4),GL405,CL2355,0.8372,1.0000,0.97
dihomo-linolenoylcarnitine (C20:3n3 or 6)*,GL405,CL2355,0.8110,1.0000,1.07
(R)-3-hydroxybutyrylcarnitine,GL405,CL2355,0.2239,0.7883,0.64
(S)-3-hydroxybutyrylcarnitine,GL405,CL2355,0.5384,0.9502,0.96
3-hydroxyoctanoylcarnitine (1),GL405,CL2355,0.5039,0.9320,1.75
3-hydroxydecanoylcarnitine,GL405,CL2355,0.3605,0.8696,2.12
3-hydroxyoleoylcarnitine,GL405,CL2355,0.3477,0.8654,1.92
deoxycarnitine,GL405,CL2355,0.7080,0.9985,1.12
carnitine,GL405,CL2355,0.3093,0.8597,1.38
3-hydroxybutyrate (BHBA),GL405,CL2355,0.0101,0.3859,0.29
acetylcholine,GL405,CL2355,0.1893,0.7883,0.61
myristoylcholine*,GL405,CL2355,0.1913,0.7883,1.95
palmitoylcholine,GL405,CL2355,0.1983,0.7883,0.60
oleoylcholine,GL405,CL2355,0.2151,0.7883,0.57
linoleoylcholine*,GL405,CL2355,0.0872,0.6876,0.39
stearoylcholine*,GL405,CL2355,0.9110,1.0000,1.06
arachidonoylcholine,GL405,CL2355,0.2528,0.7955,0.64
eicosapentaenoylcholine,GL405,CL2355,0.1864,0.7883,0.49
4-hydroxybutyrate (GHB),GL405,CL2355,0.1898,0.7883,4.22
2-hydroxystearate,GL405,CL2355,0.2897,0.8574,0.60
2-hydroxybehenate,GL405,CL2355,0.9517,1.0000,0.95
2-hydroxylignocerate*,GL405,CL2355,0.8659,1.0000,1.06
3-hydroxyvalerate,GL405,CL2355,0.0472,0.5685,0.29
3-hydroxyhexanoate,GL405,CL2355,0.3372,0.8617,0.67
3-hydroxyoctanoate,GL405,CL2355,0.2144,0.7883,0.62
3-hydroxylaurate,GL405,CL2355,0.3150,0.8597,1.93
3-hydroxymyristate,GL405,CL2355,0.9973,1.0000,1.09
3-hydroxystearate,GL405,CL2355,0.1044,0.7060,2.78
5-hydroxyhexanoate,GL405,CL2355,0.9540,1.0000,1.12
8-hydroxyoctanoate,GL405,CL2355,0.7462,0.9985,0.96
"12,13-DiHOME",GL405,CL2355,0.4551,0.8974,0.59
"9,10-DiHOME",GL405,CL2355,0.8092,1.0000,0.75
"2S,3R-dihydroxybutyrate",GL405,CL2355,0.2337,0.7883,0.47
"2R,3R-dihydroxybutyrate",GL405,CL2355,0.9078,1.0000,1.05
"17,18-DiHETE",GL405,CL2355,0.9518,1.0000,1.14
5-HEPE,GL405,CL2355,0.9542,1.0000,0.89
oleoyl ethanolamide,GL405,CL2355,0.4394,0.8916,1.86
myristoyl ethanolamide,GL405,CL2355,0.3605,0.8696,1.39
palmitoyl ethanolamide,GL405,CL2355,0.0067,0.3859,3.23
stearoyl ethanolamide,GL405,CL2355,0.3015,0.8597,1.60
eicosapentaenoyl ethanolamide,GL405,CL2355,0.0879,0.6876,3.52
arachidonoyl ethanolamide,GL405,CL2355,0.1205,0.7395,2.85
linoleoyl ethanolamide,GL405,CL2355,0.7671,0.9985,1.49
linolenoyl ethanolamide,GL405,CL2355,0.0352,0.5317,3.02
palmitoleoyl ethanolamide*,GL405,CL2355,0.0835,0.6876,2.16
margaroyl ethanolamide*,GL405,CL2355,0.1590,0.7883,2.12
myo-inositol,GL405,CL2355,0.1001,0.7028,2.33
chiro-inositol,GL405,CL2355,0.1810,0.7883,0.66
choline,GL405,CL2355,0.9035,1.0000,1.04
choline phosphate,GL405,CL2355,0.0379,0.5317,5.73
cytidine 5'-diphosphocholine,GL405,CL2355,0.9190,1.0000,1.19
glycerophosphorylcholine (GPC),GL405,CL2355,0.5673,0.9639,1.52
phosphoethanolamine,GL405,CL2355,0.6644,0.9923,1.17
cytidine-5'-diphosphoethanolamine,GL405,CL2355,0.7012,0.9985,1.37
glycerophosphoethanolamine,GL405,CL2355,0.1902,0.7883,4.15
glycerophosphoserine*,GL405,CL2355,0.4772,0.9188,0.72
glycerophosphoinositol*,GL405,CL2355,0.5161,0.9403,0.73
trimethylamine N-oxide,GL405,CL2355,0.9161,1.0000,0.58
1-palmitoyl-2-stearoyl-GPC (16:0/18:0),GL405,CL2355,0.0292,0.5317,2.48
1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6),GL405,CL2355,0.3254,0.8617,1.49
1-palmitoleoyl-2-oleoyl-GPC (16:1/18:1)*,GL405,CL2355,0.9311,1.0000,0.91
"1,2-distearoyl-GPC (18:0/18:0)",GL405,CL2355,0.0842,0.6876,2.61
1-stearoyl-2-oleoyl-GPC (18:0/18:1),GL405,CL2355,0.3678,0.8779,1.31
1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*,GL405,CL2355,0.7205,0.9985,1.09
1-stearoyl-2-arachidonoyl-GPC (18:0/20:4),GL405,CL2355,0.0476,0.5685,2.15
"1,2-dioleoyl-GPC (18:1/18:1)",GL405,CL2355,0.9159,1.0000,0.96
1-oleoyl-2-linoleoyl-GPC (18:1/18:2)*,GL405,CL2355,0.1891,0.7883,0.61
1-oleoyl-2-alpha-linolenoyl-GPC (18:1/18:3n3),GL405,CL2355,0.0060,0.3859,2.82
1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*,GL405,CL2355,0.6364,0.9869,0.73
1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,GL405,CL2355,0.6528,0.9923,1.13
"1,2-dipalmitoyl-GPE (16:0/16:0)*",GL405,CL2355,0.0161,0.4408,0.34
1-palmitoyl-2-stearoyl-GPE (16:0/18:0)*,GL405,CL2355,0.0745,0.6752,0.46
1-palmitoyl-2-oleoyl-GPE (16:0/18:1),GL405,CL2355,0.0774,0.6752,0.43
1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*,GL405,CL2355,0.8919,1.0000,1.02
1-palmitoleoyl-2-oleoyl-GPE (16:1/18:1)*,GL405,CL2355,0.0082,0.3859,0.35
1-stearoyl-2-oleoyl-GPE (18:0/18:1),GL405,CL2355,0.3133,0.8597,0.63
1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*,GL405,CL2355,0.3250,0.8617,0.53
1-stearoyl-2-arachidonoyl-GPE (18:0/20:4),GL405,CL2355,0.2163,0.7883,1.38
"1,2-dioleoyl-GPE (18:1/18:1)",GL405,CL2355,0.0089,0.3859,0.46
1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,GL405,CL2355,0.0140,0.3990,0.47
1-oleoyl-2-arachidonoyl-GPE (18:1/20:4)*,GL405,CL2355,0.4732,0.9154,1.11
"1,2-dilinoleoyl-GPE (18:2/18:2)*",GL405,CL2355,0.0290,0.5317,0.41
1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),GL405,CL2355,0.0091,0.3859,1.78
1-palmitoyl-2-oleoyl-GPG (16:0/18:1),GL405,CL2355,0.0117,0.3859,0.27
1-palmitoleoyl-2-oleoyl-GPG (16:1/18:1)*,GL405,CL2355,0.0021,0.2737,0.34
1-stearoyl-2-oleoyl-GPG (18:0/18:1),GL405,CL2355,0.4585,0.8996,0.54
1-stearoyl-2-linoleoyl-GPI (18:0/18:2),GL405,CL2355,0.9093,1.0000,0.79
1-stearoyl-2-arachidonoyl-GPI (18:0/20:4),GL405,CL2355,0.2157,0.7883,1.59
1-palmitoyl-GPC (16:0),GL405,CL2355,0.7704,0.9985,1.45
1-palmitoleoyl-GPC (16:1)*,GL405,CL2355,0.1413,0.7814,4.25
1-stearoyl-GPC (18:0),GL405,CL2355,0.4298,0.8916,1.64
1-oleoyl-GPC (18:1),GL405,CL2355,0.8768,1.0000,1.13
1-linoleoyl-GPC (18:2),GL405,CL2355,0.3073,0.8597,3.21
1-linolenoyl-GPC (18:3)*,GL405,CL2355,0.1000,0.7028,8.32
1-arachidonoyl-GPC (20:4n6)*,GL405,CL2355,0.2231,0.7883,2.23
1-lignoceroyl-GPC (24:0),GL405,CL2355,0.7416,0.9985,0.75
1-palmitoyl-GPE (16:0),GL405,CL2355,0.1267,0.7480,0.53
1-stearoyl-GPE (18:0),GL405,CL2355,0.4620,0.9024,1.58
2-stearoyl-GPE (18:0)*,GL405,CL2355,0.9426,1.0000,1.01
1-oleoyl-GPE (18:1),GL405,CL2355,0.3521,0.8654,0.73
1-linoleoyl-GPE (18:2)*,GL405,CL2355,0.7712,0.9985,2.35
1-arachidonoyl-GPE (20:4n6)*,GL405,CL2355,0.1532,0.7883,3.29
1-stearoyl-GPS (18:0)*,GL405,CL2355,0.5851,0.9735,1.36
1-stearoyl-GPG (18:0),GL405,CL2355,0.7076,0.9985,0.96
1-stearoyl-GPI (18:0),GL405,CL2355,0.7562,0.9985,1.26
1-oleoyl-GPI (18:1),GL405,CL2355,0.0886,0.6876,5.24
1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*,GL405,CL2355,0.7427,0.9985,1.08
1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*,GL405,CL2355,0.3206,0.8597,1.53
1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1),GL405,CL2355,0.4586,0.8996,0.82
1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*,GL405,CL2355,0.4437,0.8918,0.84
1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*,GL405,CL2355,0.0279,0.5317,1.83
1-(1-enyl-palmitoyl)-GPE (P-16:0)*,GL405,CL2355,0.1379,0.7814,0.55
1-(1-enyl-oleoyl)-GPE (P-18:1)*,GL405,CL2355,0.0012,0.2737,0.28
1-(1-enyl-stearoyl)-GPE (P-18:0)*,GL405,CL2355,0.3475,0.8654,1.35
1-(1-enyl-oleoyl)-2-oleoyl-GPE (P-18:1/18:1)*,GL405,CL2355,0.0021,0.2737,0.36
glycerol,GL405,CL2355,0.1117,0.7168,0.48
glycerol 3-phosphate,GL405,CL2355,0.4219,0.8905,1.34
glycerophosphoglycerol,GL405,CL2355,0.2165,0.7883,0.45
1-myristoylglycerol (14:0),GL405,CL2355,0.1202,0.7395,0.53
1-pentadecanoylglycerol (15:0),GL405,CL2355,0.3165,0.8597,0.53
1-palmitoylglycerol (16:0),GL405,CL2355,0.5667,0.9639,3.71
1-palmitoleoylglycerol (16:1)*,GL405,CL2355,0.1767,0.7883,0.54
1-margaroylglycerol (17:0),GL405,CL2355,0.2303,0.7883,0.52
1-oleoylglycerol (18:1),GL405,CL2355,0.6867,0.9957,0.54
1-linoleoylglycerol (18:2),GL405,CL2355,0.0878,0.6876,0.36
1-linolenoylglycerol (18:3),GL405,CL2355,0.3423,0.8617,0.80
1-dihomo-linolenylglycerol (20:3),GL405,CL2355,0.3795,0.8803,0.53
1-arachidonylglycerol (20:4),GL405,CL2355,0.4259,0.8905,0.67
1-eicosapentaenoylglycerol (20:5)*,GL405,CL2355,0.1636,0.7883,0.38
2-palmitoleoylglycerol (16:1)*,GL405,CL2355,0.0887,0.6876,0.42
2-oleoylglycerol (18:1),GL405,CL2355,0.4389,0.8916,0.35
2-linoleoylglycerol (18:2),GL405,CL2355,0.0135,0.3975,0.20
2-arachidonoylglycerol (20:4),GL405,CL2355,0.3066,0.8597,0.54
2-eicosapentaenoylglycerol (20:5)*,GL405,CL2355,0.0740,0.6752,0.29
1-heptadecenoylglycerol (17:1)*,GL405,CL2355,0.2503,0.7955,0.58
2-heptadecenoylglycerol (17:1)*,GL405,CL2355,0.2498,0.7955,0.47
1-dihomo-linoleoylglycerol (20:2),GL405,CL2355,0.0199,0.5002,0.14
oleoyl-linoleoyl-glycerol (18:1/18:2) [2],GL405,CL2355,0.3752,0.8803,0.73
stearoyl-arachidonoyl-glycerol (18:0/20:4) [1]*,GL405,CL2355,0.4738,0.9154,1.34
stearoyl-arachidonoyl-glycerol (18:0/20:4) [2]*,GL405,CL2355,0.1426,0.7814,1.80
oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*,GL405,CL2355,0.2590,0.8012,1.94
linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*,GL405,CL2355,0.5588,0.9589,1.81
linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [1]*,GL405,CL2355,0.8433,1.0000,1.29
sphinganine,GL405,CL2355,0.0109,0.3859,1.85
phytosphingosine,GL405,CL2355,0.5046,0.9320,1.43
hexadecasphinganine (d16:0)*,GL405,CL2355,0.1546,0.7883,1.81
1-deoxysphinganine (m18:0),GL405,CL2355,0.7967,1.0000,0.89
"sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*",GL405,CL2355,0.9482,1.0000,0.95
heptadecasphingosine (d17:1),GL405,CL2355,0.4346,0.8916,1.32
3-hydroxy-3-methylglutarate,GL405,CL2355,0.0575,0.6211,6.48
7-dehydrocholesterol,GL405,CL2355,0.5638,0.9630,1.64
4-cholesten-3-one,GL405,CL2355,0.6778,0.9933,2.32
cholate,GL405,CL2355,0.1619,0.7883,0.27
glycocholate,GL405,CL2355,0.0698,0.6708,0.08
taurocholate,GL405,CL2355,0.0456,0.5685,0.06
deoxycholate,GL405,CL2355,0.3827,0.8803,0.41
glycodeoxycholate,GL405,CL2355,0.2245,0.7883,0.22
taurodeoxycholate,GL405,CL2355,0.4240,0.8905,0.45
inosine 5'-monophosphate (IMP),GL405,CL2355,0.4058,0.8842,2.01
inosine,GL405,CL2355,0.0780,0.6752,0.46
hypoxanthine,GL405,CL2355,0.5006,0.9320,0.67
xanthine,GL405,CL2355,0.7221,0.9985,1.16
xanthosine,GL405,CL2355,0.6402,0.9882,0.68
2'-deoxyinosine,GL405,CL2355,0.0707,0.6708,0.21
urate,GL405,CL2355,0.1159,0.7285,1.59
uric acid ribonucleoside*,GL405,CL2355,0.8811,1.0000,1.06
allantoin,GL405,CL2355,0.1224,0.7450,3.13
allantoic acid,GL405,CL2355,0.1674,0.7883,50.97
adenosine 5'-monophosphate (AMP),GL405,CL2355,0.3186,0.8597,1.87
adenosine 3'-monophosphate (3'-AMP),GL405,CL2355,0.7104,0.9985,0.84
adenosine 2'-monophosphate (2'-AMP),GL405,CL2355,0.0912,0.6997,0.40
"adenosine 3',5'-cyclic monophosphate (cAMP)",GL405,CL2355,0.1926,0.7883,2.75
"adenosine-2',3'-cyclic monophosphate",GL405,CL2355,0.8587,1.0000,1.03
"adenosine 3',5'-diphosphate",GL405,CL2355,0.1268,0.7480,0.67
adenylosuccinate,GL405,CL2355,0.4261,0.8905,1.72
adenosine,GL405,CL2355,0.3497,0.8654,0.54
adenine,GL405,CL2355,0.2443,0.7946,1.97
1-methyladenine,GL405,CL2355,0.8371,1.0000,1.12
N1-methyladenosine,GL405,CL2355,0.8464,1.0000,1.15
N6-methyladenosine,GL405,CL2355,0.7135,0.9985,1.17
isopentenyl adenosine,GL405,CL2355,0.8719,1.0000,0.89
N6-carbamoylthreonyladenosine,GL405,CL2355,0.8475,1.0000,1.05
2'-deoxyadenosine 5'-monophosphate,GL405,CL2355,0.6086,0.9799,1.30
N6-succinyladenosine,GL405,CL2355,0.1008,0.7028,0.43
guanosine 5'-diphosphate (GDP),GL405,CL2355,0.7375,0.9985,1.09
guanosine 5'-monophosphate (5'-GMP),GL405,CL2355,0.2406,0.7946,2.32
guanosine 3'-monophosphate (3'-GMP),GL405,CL2355,0.6351,0.9869,0.69
"guanosine-2',3'-cyclic monophosphate",GL405,CL2355,0.8809,1.0000,1.57
guanosine,GL405,CL2355,0.2618,0.8043,0.65
guanine,GL405,CL2355,0.4382,0.8916,0.68
1-methylguanine,GL405,CL2355,0.5044,0.9320,1.77
7-methylguanine,GL405,CL2355,0.4017,0.8842,0.69
7-methylguanosine,GL405,CL2355,0.7646,0.9985,1.29
N1-methylguanosine,GL405,CL2355,0.5393,0.9502,1.25
N2-methylguanosine,GL405,CL2355,0.9874,1.0000,1.00
"N2,N2-dimethylguanosine",GL405,CL2355,0.9126,1.0000,1.16
"N2,N2-dimethylguanine",GL405,CL2355,0.7927,1.0000,1.12
8-hydroxyguanine,GL405,CL2355,0.0783,0.6752,0.21
2'-deoxyguanosine 5'-monophosphate (dGMP),GL405,CL2355,0.4259,0.8905,1.42
2'-deoxyguanosine,GL405,CL2355,0.3400,0.8617,0.50
N-carbamoylaspartate,GL405,CL2355,0.1098,0.7168,4.50
dihydroorotate,GL405,CL2355,0.3427,0.8617,2.80
orotate,GL405,CL2355,0.1499,0.7874,2.33
orotidine,GL405,CL2355,0.4348,0.8916,0.69
