metabolites,numerator,denominator,p-value,q-value,FC
trehalose,GL405,CL2355,0.2144,0.4445,2.31
trehalose 6-phosphate,GL405,CL2355,0.9258,0.7844,1.21
mannitol/sorbitol,GL405,CL2355,0.9214,0.7824,0.84
mannose,GL405,CL2355,0.9666,0.7880,1.01
galactitol (dulcitol),GL405,CL2355,0.7652,0.7306,1.14
UDP-glucose,GL405,CL2355,0.0890,0.3731,4.07
UDP-galactose,GL405,CL2355,0.0172,0.2364,10.10
UDP-glucuronate,GL405,CL2355,0.6851,0.6953,0.67
UDP-N-acetylglucosamine/galactosamine,GL405,CL2355,0.0188,0.2364,5.99
deoxythymidine diphosphate-rhamnose,GL405,CL2355,0.8362,0.7560,0.80
glucosamine-6-phosphate,GL405,CL2355,0.0753,0.3576,3.54
glucuronate,GL405,CL2355,0.1674,0.4208,1.90
diacetylchitobiose,GL405,CL2355,0.9990,0.7921,1.08
N-acetylglucosamine 6-phosphate,GL405,CL2355,0.1928,0.4419,2.22
N-acetyl-glucosamine 1-phosphate,GL405,CL2355,0.0591,0.3465,5.59
N-acetylmuramate,GL405,CL2355,0.6417,0.6752,0.39
N-acetylglucosaminylasparagine,GL405,CL2355,0.8712,0.7695,1.07
erythronate*,GL405,CL2355,0.7656,0.7306,0.93
N-acetylglucosamine/N-acetylgalactosamine,GL405,CL2355,0.7957,0.7426,0.92
N6-carboxymethyllysine,GL405,CL2355,0.7795,0.7354,1.09
citrate,GL405,CL2355,0.3927,0.5521,1.25
aconitate [cis or trans],GL405,CL2355,0.8822,0.7734,0.90
isocitrate,GL405,CL2355,0.8966,0.7779,0.87
alpha-ketoglutarate,GL405,CL2355,0.0466,0.3219,3.28
succinylcarnitine (C4-DC),GL405,CL2355,0.2684,0.4717,0.67
succinate,GL405,CL2355,0.8739,0.7695,1.16
fumarate,GL405,CL2355,0.3582,0.5322,0.42
malate,GL405,CL2355,0.1502,0.4129,0.56
2-methylcitrate/homocitrate,GL405,CL2355,0.5325,0.6185,0.71
phosphate,GL405,CL2355,0.1679,0.4208,1.96
acetyl CoA,GL405,CL2355,0.2278,0.4518,0.45
butyrate/isobutyrate (4:0),GL405,CL2355,0.1744,0.4286,1.97
caprate (10:0),GL405,CL2355,0.9097,0.7790,1.05
cis-4-decenoate (10:1n6)*,GL405,CL2355,0.0355,0.3084,0.15
10-undecenoate (11:1n1),GL405,CL2355,0.8650,0.7695,0.79
laurate (12:0),GL405,CL2355,0.9715,0.7880,1.03
5-dodecenoate (12:1n7),GL405,CL2355,0.3925,0.5521,0.47
myristate (14:0),GL405,CL2355,0.9947,0.7921,0.86
stearate (18:0),GL405,CL2355,0.3792,0.5433,1.49
nonadecanoate (19:0),GL405,CL2355,0.5080,0.6059,1.61
arachidate (20:0),GL405,CL2355,0.7678,0.7306,1.06
behenate (22:0)*,GL405,CL2355,0.4932,0.6029,0.43
myristoleate (14:1n5),GL405,CL2355,0.0914,0.3731,0.34
palmitoleate (16:1n7),GL405,CL2355,0.6370,0.6750,1.08
oleate/vaccenate (18:1),GL405,CL2355,0.9675,0.7880,1.00
eicosenoate (20:1),GL405,CL2355,0.7980,0.7436,0.84
erucate (22:1n9),GL405,CL2355,0.4685,0.5875,0.61
tetradecadienoate (14:2)*,GL405,CL2355,0.0542,0.3434,0.10
hexadecatrienoate (16:3n3),GL405,CL2355,0.8231,0.7542,0.58
heptadecatrienoate (17:3)*,GL405,CL2355,0.5158,0.6091,1.14
stearidonate (18:4n3),GL405,CL2355,0.6698,0.6877,1.11
eicosapentaenoate (EPA; 20:5n3),GL405,CL2355,0.9071,0.7790,1.03
docosapentaenoate (n3 DPA; 22:5n3),GL405,CL2355,0.8452,0.7596,0.82
docosatrienoate (22:3n3),GL405,CL2355,0.2674,0.4717,0.40
hexadecadienoate (16:2n6),GL405,CL2355,0.9639,0.7880,0.88
linoleate (18:2n6),GL405,CL2355,0.5320,0.6185,0.66
linolenate [alpha or gamma; (18:3n3 or 6)],GL405,CL2355,0.6061,0.6616,1.10
dihomo-linoleate (20:2n6),GL405,CL2355,0.0969,0.3731,0.38
dihomo-linolenate (20:3n3 or n6),GL405,CL2355,0.9738,0.7888,0.98
arachidonate (20:4n6),GL405,CL2355,0.0371,0.3113,1.79
docosadienoate (22:2n6),GL405,CL2355,0.4371,0.5674,0.68
(12 or 13)-methylmyristate (a15:0 or i15:0),GL405,CL2355,0.2114,0.4445,1.78
(14 or 15)-methylpalmitate (a17:0 or i17:0),GL405,CL2355,0.9568,0.7880,1.04
(16 or 17)-methylstearate (a19:0 or i19:0),GL405,CL2355,0.3094,0.4974,2.26
glutarate (C5-DC),GL405,CL2355,0.7992,0.7436,0.81
2-hydroxyglutarate,GL405,CL2355,0.4178,0.5591,1.43
3-hydroxyadipate,GL405,CL2355,0.8529,0.7647,0.88
maleate,GL405,CL2355,0.1170,0.3901,0.34
suberate (C8-DC),GL405,CL2355,0.4368,0.5674,0.63
azelate (C9-DC),GL405,CL2355,0.3707,0.5427,0.75
sebacate (C10-DC),GL405,CL2355,0.0273,0.2767,3.11
dodecanedioate (C12-DC),GL405,CL2355,0.8035,0.7441,1.14
dodecadienoate (12:2)*,GL405,CL2355,0.1625,0.4201,0.34
tetradecanedioate (C14-DC),GL405,CL2355,0.0400,0.3116,1.83
hexadecanedioate (C16-DC),GL405,CL2355,0.1175,0.3901,1.55
hexadecenedioate (C16:1-DC)*,GL405,CL2355,0.0969,0.3731,3.06
octadecanedioate (C18-DC),GL405,CL2355,0.6962,0.6957,1.06
octadecenedioate (C18:1-DC),GL405,CL2355,0.6724,0.6877,1.19
octadecadienedioate (C18:2-DC)*,GL405,CL2355,0.3591,0.5322,1.33
nonadecanedioate (C19-DC),GL405,CL2355,0.6300,0.6715,0.73
propionylcarnitine (C3),GL405,CL2355,0.3999,0.5521,0.69
methylmalonate (MMA),GL405,CL2355,0.3506,0.5317,1.99
acetylcarnitine (C2),GL405,CL2355,0.8448,0.7596,1.08
octanoylcarnitine (C8),GL405,CL2355,0.1196,0.3908,2.08
"cis-3,4-methyleneheptanoylcarnitine",GL405,CL2355,0.1334,0.3996,2.12
pentadecanoylcarnitine (C15)*,GL405,CL2355,0.6296,0.6715,0.76
palmitoylcarnitine (C16),GL405,CL2355,0.2557,0.4653,0.53
margaroylcarnitine (C17)*,GL405,CL2355,0.1819,0.4358,0.52
stearoylcarnitine (C18),GL405,CL2355,0.7638,0.7306,0.90
arachidoylcarnitine (C20)*,GL405,CL2355,0.8680,0.7695,1.08
behenoylcarnitine (C22)*,GL405,CL2355,0.2938,0.4903,0.69
lignoceroylcarnitine (C24)*,GL405,CL2355,0.4300,0.5641,0.74
cerotoylcarnitine (C26)*,GL405,CL2355,0.5939,0.6513,0.77
3-decenoylcarnitine,GL405,CL2355,0.1242,0.3963,2.34
cis-4-decenoylcarnitine (C10:1),GL405,CL2355,0.1904,0.4404,2.15
undecenoylcarnitine (C11:1),GL405,CL2355,0.0115,0.2364,2.83
5-dodecenoylcarnitine (C12:1),GL405,CL2355,0.0562,0.3465,5.82
myristoleoylcarnitine (C14:1)*,GL405,CL2355,0.4894,0.6001,1.40
palmitoleoylcarnitine (C16:1)*,GL405,CL2355,0.0862,0.3731,0.34
oleoylcarnitine (C18:1),GL405,CL2355,0.1027,0.3759,0.29
eicosenoylcarnitine (C20:1)*,GL405,CL2355,0.2494,0.4619,0.57
linoleoylcarnitine (C18:2)*,GL405,CL2355,0.0183,0.2364,0.14
dihomo-linoleoylcarnitine (C20:2)*,GL405,CL2355,0.0294,0.2833,0.16
arachidonoylcarnitine (C20:4),GL405,CL2355,0.1319,0.3996,0.26
dihomo-linolenoylcarnitine (C20:3n3 or 6)*,GL405,CL2355,0.1119,0.3818,0.30
(R)-3-hydroxybutyrylcarnitine,GL405,CL2355,0.0736,0.3576,0.45
(S)-3-hydroxybutyrylcarnitine,GL405,CL2355,0.2904,0.4901,0.65
3-hydroxyoctanoylcarnitine (1),GL405,CL2355,0.4327,0.5641,1.62
3-hydroxydecanoylcarnitine,GL405,CL2355,0.2573,0.4653,1.79
3-hydroxyoleoylcarnitine,GL405,CL2355,0.4536,0.5765,0.67
deoxycarnitine,GL405,CL2355,0.5856,0.6458,0.88
carnitine,GL405,CL2355,0.2338,0.4550,1.42
3-hydroxybutyrate (BHBA),GL405,CL2355,0.1401,0.4061,0.12
acetylcholine,GL405,CL2355,0.9191,0.7820,0.97
myristoylcholine*,GL405,CL2355,0.7445,0.7237,0.95
palmitoylcholine,GL405,CL2355,0.6294,0.6715,0.80
oleoylcholine,GL405,CL2355,0.3006,0.4957,0.50
linoleoylcholine*,GL405,CL2355,0.0367,0.3113,0.27
stearoylcholine*,GL405,CL2355,0.2089,0.4445,0.52
arachidonoylcholine,GL405,CL2355,0.6887,0.6953,0.81
eicosapentaenoylcholine,GL405,CL2355,0.4616,0.5821,0.61
4-hydroxybutyrate (GHB),GL405,CL2355,0.7510,0.7263,1.34
2-hydroxystearate,GL405,CL2355,0.8307,0.7544,1.09
2-hydroxybehenate,GL405,CL2355,0.5428,0.6234,0.67
2-hydroxylignocerate*,GL405,CL2355,0.9366,0.7852,0.99
3-hydroxyvalerate,GL405,CL2355,0.3677,0.5396,0.38
3-hydroxyhexanoate,GL405,CL2355,0.9127,0.7790,0.85
3-hydroxyoctanoate,GL405,CL2355,0.2140,0.4445,0.49
3-hydroxylaurate,GL405,CL2355,0.4985,0.6043,1.48
3-hydroxymyristate,GL405,CL2355,0.5247,0.6166,1.36
3-hydroxystearate,GL405,CL2355,0.0944,0.3731,3.16
5-hydroxyhexanoate,GL405,CL2355,0.8874,0.7754,0.98
8-hydroxyoctanoate,GL405,CL2355,0.2262,0.4518,0.74
"12,13-DiHOME",GL405,CL2355,0.5414,0.6233,1.55
"9,10-DiHOME",GL405,CL2355,0.3954,0.5521,2.09
"2S,3R-dihydroxybutyrate",GL405,CL2355,0.1113,0.3818,0.11
"2R,3R-dihydroxybutyrate",GL405,CL2355,0.7932,0.7419,0.99
"17,18-DiHETE",GL405,CL2355,0.3113,0.4974,1.59
5-HEPE,GL405,CL2355,0.2927,0.4901,2.27
oleoyl ethanolamide,GL405,CL2355,0.2502,0.4619,1.78
myristoyl ethanolamide,GL405,CL2355,0.0801,0.3660,0.54
palmitoyl ethanolamide,GL405,CL2355,0.1235,0.3963,2.04
stearoyl ethanolamide,GL405,CL2355,0.1647,0.4208,2.13
eicosapentaenoyl ethanolamide,GL405,CL2355,0.9321,0.7845,1.02
arachidonoyl ethanolamide,GL405,CL2355,0.5303,0.6185,1.34
linoleoyl ethanolamide,GL405,CL2355,0.3011,0.4957,0.51
linolenoyl ethanolamide,GL405,CL2355,0.9221,0.7824,1.19
palmitoleoyl ethanolamide*,GL405,CL2355,0.9852,0.7917,1.33
margaroyl ethanolamide*,GL405,CL2355,0.0679,0.3465,2.43
myo-inositol,GL405,CL2355,0.9142,0.7790,1.16
chiro-inositol,GL405,CL2355,0.3760,0.5433,0.52
choline,GL405,CL2355,0.1328,0.3996,1.50
choline phosphate,GL405,CL2355,0.1824,0.4358,1.96
cytidine 5'-diphosphocholine,GL405,CL2355,0.3888,0.5510,1.92
glycerophosphorylcholine (GPC),GL405,CL2355,0.5081,0.6059,1.48
phosphoethanolamine,GL405,CL2355,0.4168,0.5591,1.41
cytidine-5'-diphosphoethanolamine,GL405,CL2355,0.3577,0.5322,1.62
glycerophosphoethanolamine,GL405,CL2355,0.1795,0.4341,2.25
glycerophosphoserine*,GL405,CL2355,0.6089,0.6630,1.39
glycerophosphoinositol*,GL405,CL2355,0.2305,0.4518,2.12
trimethylamine N-oxide,GL405,CL2355,0.7036,0.6996,0.70
1-palmitoyl-2-stearoyl-GPC (16:0/18:0),GL405,CL2355,0.0329,0.3005,2.34
1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6),GL405,CL2355,0.0534,0.3434,1.93
1-palmitoleoyl-2-oleoyl-GPC (16:1/18:1)*,GL405,CL2355,0.1288,0.3996,1.64
"1,2-distearoyl-GPC (18:0/18:0)",GL405,CL2355,0.0865,0.3731,2.04
1-stearoyl-2-oleoyl-GPC (18:0/18:1),GL405,CL2355,0.1275,0.3996,1.58
1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*,GL405,CL2355,0.7177,0.7108,1.08
1-stearoyl-2-arachidonoyl-GPC (18:0/20:4),GL405,CL2355,0.0783,0.3660,1.99
"1,2-dioleoyl-GPC (18:1/18:1)",GL405,CL2355,0.4261,0.5641,1.24
1-oleoyl-2-linoleoyl-GPC (18:1/18:2)*,GL405,CL2355,0.9519,0.7871,0.95
1-oleoyl-2-alpha-linolenoyl-GPC (18:1/18:3n3),GL405,CL2355,0.0167,0.2364,2.47
1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*,GL405,CL2355,0.4690,0.5875,0.74
1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,GL405,CL2355,0.4306,0.5641,1.24
"1,2-dipalmitoyl-GPE (16:0/16:0)*",GL405,CL2355,0.0456,0.3211,0.20
1-palmitoyl-2-stearoyl-GPE (16:0/18:0)*,GL405,CL2355,0.5607,0.6367,0.79
1-palmitoyl-2-oleoyl-GPE (16:0/18:1),GL405,CL2355,0.1775,0.4324,0.47
1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*,GL405,CL2355,0.9697,0.7880,1.01
1-palmitoleoyl-2-oleoyl-GPE (16:1/18:1)*,GL405,CL2355,0.2229,0.4515,0.34
1-stearoyl-2-oleoyl-GPE (18:0/18:1),GL405,CL2355,0.6738,0.6880,0.85
1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*,GL405,CL2355,0.2569,0.4653,0.50
1-stearoyl-2-arachidonoyl-GPE (18:0/20:4),GL405,CL2355,0.0999,0.3731,1.59
"1,2-dioleoyl-GPE (18:1/18:1)",GL405,CL2355,0.0991,0.3731,0.65
1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,GL405,CL2355,0.0392,0.3116,0.53
1-oleoyl-2-arachidonoyl-GPE (18:1/20:4)*,GL405,CL2355,0.2001,0.4445,1.60
"1,2-dilinoleoyl-GPE (18:2/18:2)*",GL405,CL2355,0.0379,0.3113,0.47
1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),GL405,CL2355,0.0098,0.2364,1.80
1-palmitoyl-2-oleoyl-GPG (16:0/18:1),GL405,CL2355,0.0130,0.2364,0.10
1-palmitoleoyl-2-oleoyl-GPG (16:1/18:1)*,GL405,CL2355,0.0657,0.3465,0.06
1-stearoyl-2-oleoyl-GPG (18:0/18:1),GL405,CL2355,0.6832,0.6953,0.60
1-stearoyl-2-linoleoyl-GPI (18:0/18:2),GL405,CL2355,0.3956,0.5521,0.80
1-stearoyl-2-arachidonoyl-GPI (18:0/20:4),GL405,CL2355,0.3547,0.5317,1.41
1-palmitoyl-GPC (16:0),GL405,CL2355,0.3773,0.5433,0.51
1-palmitoleoyl-GPC (16:1)*,GL405,CL2355,0.9105,0.7790,0.98
1-stearoyl-GPC (18:0),GL405,CL2355,0.6217,0.6715,0.80
1-oleoyl-GPC (18:1),GL405,CL2355,0.4867,0.6001,0.68
1-linoleoyl-GPC (18:2),GL405,CL2355,0.7696,0.7306,0.60
1-linolenoyl-GPC (18:3)*,GL405,CL2355,0.6714,0.6877,1.10
1-arachidonoyl-GPC (20:4n6)*,GL405,CL2355,0.5597,0.6367,1.52
1-lignoceroyl-GPC (24:0),GL405,CL2355,0.5806,0.6458,0.66
1-palmitoyl-GPE (16:0),GL405,CL2355,0.0095,0.2364,0.37
1-stearoyl-GPE (18:0),GL405,CL2355,0.7532,0.7263,0.90
2-stearoyl-GPE (18:0)*,GL405,CL2355,0.5844,0.6458,0.57
1-oleoyl-GPE (18:1),GL405,CL2355,0.4769,0.5925,0.78
1-linoleoyl-GPE (18:2)*,GL405,CL2355,0.6272,0.6715,1.33
1-arachidonoyl-GPE (20:4n6)*,GL405,CL2355,0.1007,0.3731,2.69
1-stearoyl-GPS (18:0)*,GL405,CL2355,0.9507,0.7871,0.94
1-stearoyl-GPG (18:0),GL405,CL2355,0.5767,0.6455,0.78
1-stearoyl-GPI (18:0),GL405,CL2355,0.6224,0.6715,1.34
1-oleoyl-GPI (18:1),GL405,CL2355,0.0717,0.3514,3.28
1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*,GL405,CL2355,0.0505,0.3335,1.73
1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*,GL405,CL2355,0.1050,0.3784,2.04
1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1),GL405,CL2355,0.7546,0.7266,0.93
1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*,GL405,CL2355,0.4399,0.5699,0.84
1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*,GL405,CL2355,0.0018,0.1110,2.47
1-(1-enyl-palmitoyl)-GPE (P-16:0)*,GL405,CL2355,0.0278,0.2767,0.34
1-(1-enyl-oleoyl)-GPE (P-18:1)*,GL405,CL2355,0.0013,0.1110,0.31
1-(1-enyl-stearoyl)-GPE (P-18:0)*,GL405,CL2355,0.9701,0.7880,1.04
1-(1-enyl-oleoyl)-2-oleoyl-GPE (P-18:1/18:1)*,GL405,CL2355,0.0406,0.3116,0.52
glycerol,GL405,CL2355,0.6264,0.6715,0.62
glycerol 3-phosphate,GL405,CL2355,0.1740,0.4286,2.00
glycerophosphoglycerol,GL405,CL2355,0.9523,0.7871,0.84
1-myristoylglycerol (14:0),GL405,CL2355,0.2895,0.4901,0.35
1-pentadecanoylglycerol (15:0),GL405,CL2355,0.3220,0.5088,0.30
1-palmitoylglycerol (16:0),GL405,CL2355,0.3282,0.5126,2.45
1-palmitoleoylglycerol (16:1)*,GL405,CL2355,0.0145,0.2364,0.10
1-margaroylglycerol (17:0),GL405,CL2355,0.1546,0.4172,0.20
1-oleoylglycerol (18:1),GL405,CL2355,0.2495,0.4619,0.29
1-linoleoylglycerol (18:2),GL405,CL2355,0.0311,0.2954,0.10
1-linolenoylglycerol (18:3),GL405,CL2355,0.0112,0.2364,0.09
1-dihomo-linolenylglycerol (20:3),GL405,CL2355,0.3376,0.5232,0.36
1-arachidonylglycerol (20:4),GL405,CL2355,0.1971,0.4432,0.13
1-eicosapentaenoylglycerol (20:5)*,GL405,CL2355,0.0133,0.2364,0.04
2-palmitoleoylglycerol (16:1)*,GL405,CL2355,0.0074,0.2257,0.10
2-oleoylglycerol (18:1),GL405,CL2355,0.1133,0.3838,0.11
2-linoleoylglycerol (18:2),GL405,CL2355,0.0018,0.1110,0.03
2-arachidonoylglycerol (20:4),GL405,CL2355,0.0390,0.3116,0.10
2-eicosapentaenoylglycerol (20:5)*,GL405,CL2355,0.0102,0.2364,0.03
1-heptadecenoylglycerol (17:1)*,GL405,CL2355,0.1329,0.3996,0.11
2-heptadecenoylglycerol (17:1)*,GL405,CL2355,0.0941,0.3731,0.04
1-dihomo-linoleoylglycerol (20:2),GL405,CL2355,0.0045,0.2107,0.05
oleoyl-linoleoyl-glycerol (18:1/18:2) [2],GL405,CL2355,0.5721,0.6436,0.80
stearoyl-arachidonoyl-glycerol (18:0/20:4) [1]*,GL405,CL2355,0.0007,0.1110,0.19
stearoyl-arachidonoyl-glycerol (18:0/20:4) [2]*,GL405,CL2355,0.0994,0.3731,2.03
oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*,GL405,CL2355,0.6975,0.6958,1.26
linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*,GL405,CL2355,0.1829,0.4358,3.40
linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [1]*,GL405,CL2355,0.3531,0.5317,1.82
sphinganine,GL405,CL2355,0.0906,0.3731,1.62
phytosphingosine,GL405,CL2355,0.0927,0.3731,2.07
hexadecasphinganine (d16:0)*,GL405,CL2355,0.3268,0.5126,1.42
1-deoxysphinganine (m18:0),GL405,CL2355,0.2341,0.4550,1.61
"sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*",GL405,CL2355,0.0197,0.2364,0.37
heptadecasphingosine (d17:1),GL405,CL2355,0.0414,0.3116,2.18
3-hydroxy-3-methylglutarate,GL405,CL2355,0.2264,0.4518,1.36
7-dehydrocholesterol,GL405,CL2355,0.2782,0.4784,2.05
4-cholesten-3-one,GL405,CL2355,0.1891,0.4401,1.62
cholate,GL405,CL2355,0.0744,0.3576,0.11
glycocholate,GL405,CL2355,0.0796,0.3660,0.04
taurocholate,GL405,CL2355,0.0969,0.3731,0.05
deoxycholate,GL405,CL2355,0.1654,0.4208,0.22
glycodeoxycholate,GL405,CL2355,0.1280,0.3996,0.09
taurodeoxycholate,GL405,CL2355,0.1750,0.4286,0.19
inosine 5'-monophosphate (IMP),GL405,CL2355,0.0185,0.2364,12.96
inosine,GL405,CL2355,0.6909,0.6953,1.14
hypoxanthine,GL405,CL2355,0.8027,0.7441,1.16
xanthine,GL405,CL2355,0.2164,0.4456,1.61
xanthosine,GL405,CL2355,0.2286,0.4518,0.34
2'-deoxyinosine,GL405,CL2355,0.5380,0.6221,0.70
urate,GL405,CL2355,0.8354,0.7560,1.15
uric acid ribonucleoside*,GL405,CL2355,0.2407,0.4592,0.69
allantoin,GL405,CL2355,0.2377,0.4585,1.61
allantoic acid,GL405,CL2355,0.3056,0.4974,1.26
adenosine 5'-monophosphate (AMP),GL405,CL2355,0.1977,0.4432,2.04
adenosine 3'-monophosphate (3'-AMP),GL405,CL2355,0.9774,0.7894,0.86
adenosine 2'-monophosphate (2'-AMP),GL405,CL2355,0.6424,0.6752,1.20
"adenosine 3',5'-cyclic monophosphate (cAMP)",GL405,CL2355,0.0667,0.3465,4.09
"adenosine-2',3'-cyclic monophosphate",GL405,CL2355,0.5857,0.6458,1.98
"adenosine 3',5'-diphosphate",GL405,CL2355,0.0291,0.2833,2.59
adenylosuccinate,GL405,CL2355,0.6716,0.6877,0.95
adenosine,GL405,CL2355,0.7446,0.7237,1.22
adenine,GL405,CL2355,0.0117,0.2364,4.84
1-methyladenine,GL405,CL2355,0.6715,0.6877,1.02
N1-methyladenosine,GL405,CL2355,0.6932,0.6953,1.16
N6-methyladenosine,GL405,CL2355,0.6586,0.6828,0.75
isopentenyl adenosine,GL405,CL2355,0.6180,0.6704,0.73
N6-carbamoylthreonyladenosine,GL405,CL2355,0.2563,0.4653,1.25
2'-deoxyadenosine 5'-monophosphate,GL405,CL2355,0.6936,0.6953,0.60
N6-succinyladenosine,GL405,CL2355,0.4162,0.5591,0.59
guanosine 5'-diphosphate (GDP),GL405,CL2355,0.0098,0.2364,10.51
guanosine 5'-monophosphate (5'-GMP),GL405,CL2355,0.1663,0.4208,3.29
guanosine 3'-monophosphate (3'-GMP),GL405,CL2355,0.5153,0.6091,1.78
"guanosine-2',3'-cyclic monophosphate",GL405,CL2355,0.2432,0.4604,2.62
guanosine,GL405,CL2355,0.3724,0.5433,1.39
guanine,GL405,CL2355,0.7821,0.7367,0.73
1-methylguanine,GL405,CL2355,0.5814,0.6458,1.52
7-methylguanine,GL405,CL2355,0.1324,0.3996,0.50
7-methylguanosine,GL405,CL2355,0.8723,0.7695,0.50
N1-methylguanosine,GL405,CL2355,0.7299,0.7175,1.09
N2-methylguanosine,GL405,CL2355,0.2497,0.4619,1.20
"N2,N2-dimethylguanosine",GL405,CL2355,0.1063,0.3784,1.52
"N2,N2-dimethylguanine",GL405,CL2355,0.4498,0.5765,1.29
8-hydroxyguanine,GL405,CL2355,0.0165,0.2364,0.04
2'-deoxyguanosine 5'-monophosphate (dGMP),GL405,CL2355,0.2226,0.4515,1.63
2'-deoxyguanosine,GL405,CL2355,0.7508,0.7263,0.76
N-carbamoylaspartate,GL405,CL2355,0.1907,0.4404,2.56
dihydroorotate,GL405,CL2355,0.5931,0.6513,1.47
orotate,GL405,CL2355,0.3501,0.5317,1.58
orotidine,GL405,CL2355,0.0267,0.2767,0.39
uridine 5'-diphosphate (UDP),GL405,CL2355,0.0108,0.2364,3.13
uridine 5'-monophosphate (UMP),GL405,CL2355,0.1166,0.3901,3.12
uridine 3'-monophosphate (3'-UMP),GL405,CL2355,0.9772,0.7894,0.98
"uridine-2',3'-cyclic monophosphate",GL405,CL2355,0.4012,0.5521,1.68
uridine,GL405,CL2355,0.4253,0.5641,1.20
uracil,GL405,CL2355,0.7938,0.7419,1.06
pseudouridine,GL405,CL2355,0.8907,0.7763,0.98
"5,6-dihydrouridine",GL405,CL2355,0.4077,0.5532,1.48
2'-O-methyluridine,GL405,CL2355,0.7338,0.7190,1.16
5-methyluridine (ribothymidine),GL405,CL2355,0.5770,0.6455,0.97
"5,6-dihydrouracil",GL405,CL2355,0.8162,0.7511,1.14
2'-deoxyuridine 5'-monophosphate,GL405,CL2355,0.9014,0.7779,0.78
2'-deoxyuridine,GL405,CL2355,0.6333,0.6738,0.71
3-ureidopropionate,GL405,CL2355,0.5417,0.6233,0.56
beta-alanine,GL405,CL2355,0.1867,0.4379,0.49
3-(3-amino-3-carboxypropyl)uridine*,GL405,CL2355,0.3231,0.5088,1.18
cytidine diphosphate,GL405,CL2355,0.0050,0.2107,5.53
cytidine 5'-monophosphate (5'-CMP),GL405,CL2355,0.0554,0.3465,4.55
cytidine 2' or 3'-monophosphate (2' or 3'-CMP),GL405,CL2355,0.5516,0.6311,1.66
"cytidine 2',3'-cyclic monophosphate",GL405,CL2355,0.6120,0.6651,1.84
cytidine,GL405,CL2355,0.1184,0.3908,2.15
cytosine,GL405,CL2355,0.1096,0.3784,2.73
3-methylcytidine,GL405,CL2355,0.8264,0.7544,0.88
5-methylcytidine,GL405,CL2355,0.0612,0.3465,1.72
2'-deoxycytidine 5'-monophosphate,GL405,CL2355,0.6484,0.6785,0.89
2'-deoxycytidine,GL405,CL2355,0.8781,0.7709,1.35
2'-O-methylcytidine,GL405,CL2355,0.1348,0.3996,2.78
thymidine 5'-monophosphate,GL405,CL2355,0.9836,0.7915,0.74
thymidine,GL405,CL2355,0.5326,0.6185,0.69
thymine,GL405,CL2355,0.8585,0.7682,0.85
"5,6-dihydrothymine",GL405,CL2355,0.5078,0.6059,0.68
3-aminoisobutyrate,GL405,CL2355,0.0883,0.3731,0.33
methylphosphate,GL405,CL2355,0.2103,0.4445,0.31
(3'-5')-adenylylcytidine,GL405,CL2355,0.2929,0.4901,2.19
(3'-5')-adenylylguanosine*,GL405,CL2355,0.1570,0.4172,2.88
(3'-5')-adenylyluridine,GL405,CL2355,0.3094,0.4974,2.50
(3'-5')-adenylyladenosine*,GL405,CL2355,0.3398,0.5240,2.05
(3'-5')-cytidylyladenosine,GL405,CL2355,0.9904,0.7921,1.11
(3'-5')-cytidylylcytidine*,GL405,CL2355,0.6895,0.6953,1.59
(3'-5')-cytidylylguanosine,GL405,CL2355,0.2286,0.4518,2.61
(3'-5')-cytidylyluridine*,GL405,CL2355,0.5669,0.6390,2.30
(3'-5')-guanylylcytidine,GL405,CL2355,0.0501,0.3335,3.97
(3'-5')-guanylyluridine,GL405,CL2355,0.2616,0.4653,2.15
(3'-5')-uridylylcytidine*,GL405,CL2355,0.0443,0.3169,5.21
(3'-5')-uridylyluridine,GL405,CL2355,0.1087,0.3784,4.50
(3'-5')-uridylyladenosine,GL405,CL2355,0.1612,0.4201,3.50
quinolinate,GL405,CL2355,0.4499,0.5765,0.72
nicotinate,GL405,CL2355,0.2909,0.4901,1.27
nicotinate ribonucleoside,GL405,CL2355,0.1002,0.3731,0.24
nicotinic acid mononucleotide (NaMN),GL405,CL2355,0.9800,0.7896,1.05
nicotinamide,GL405,CL2355,0.2366,0.4578,1.85
nicotinamide ribonucleotide (NMN),GL405,CL2355,0.4188,0.5592,2.09
