metabolites,numerator,denominator,p-value,q-value,FC
gamma-glutamylthreonine,GL405,CL2355,0.2499,0.7842,0.78
gamma-glutamyltyrosine,GL405,CL2355,0.3123,0.8121,0.66
gamma-glutamylvaline,GL405,CL2355,0.3755,0.8617,0.50
gamma-glutamylserine,GL405,CL2355,0.6851,1.0000,1.99
gamma-glutamylcitrulline*,GL405,CL2355,0.4018,0.8617,0.18
leucylhydroxyproline*,GL405,CL2355,0.7993,1.0000,0.39
alanylleucine,GL405,CL2355,0.8322,1.0000,0.65
cyclo(gly-pro),GL405,CL2355,0.6437,0.9854,0.87
glycylisoleucine,GL405,CL2355,0.7402,1.0000,0.99
glycylleucine,GL405,CL2355,0.8145,1.0000,0.73
glycylvaline,GL405,CL2355,0.8632,1.0000,0.71
histidylalanine,GL405,CL2355,0.9166,1.0000,1.17
isoleucylglycine,GL405,CL2355,0.9420,1.0000,1.20
leucylalanine,GL405,CL2355,0.7528,1.0000,0.89
leucylglycine,GL405,CL2355,0.7613,1.0000,1.07
lysylleucine,GL405,CL2355,0.9434,1.0000,0.67
phenylalanylalanine,GL405,CL2355,0.7618,1.0000,1.56
phenylalanylglycine,GL405,CL2355,0.4121,0.8674,2.46
phenylalanylhydroxyproline*,GL405,CL2355,1.0000,1.0000,1.00
prolylglycine,GL405,CL2355,0.7334,1.0000,0.62
threonylphenylalanine,GL405,CL2355,0.7400,1.0000,0.68
tyrosylglycine,GL405,CL2355,0.4001,0.8617,2.27
valylglutamine,GL405,CL2355,0.4234,0.8674,0.46
valylglycine,GL405,CL2355,0.9584,1.0000,1.13
valylleucine,GL405,CL2355,0.5448,0.9351,0.51
leucylglutamine*,GL405,CL2355,0.4520,0.8801,0.46
alanyl-glutamyl-meso-diaminopimelate,GL405,CL2355,0.3478,0.8417,1.61
phenylacetylcarnitine,GL405,CL2355,0.6016,0.9708,0.38
phenylacetylglutamine,GL405,CL2355,0.9076,1.0000,1.52
"N,N-dimethyl-pro-pro",GL405,CL2355,0.0539,0.5473,0.73
"1,5-anhydroglucitol (1,5-AG)",GL405,CL2355,0.0089,0.4014,0.53
glucose,GL405,CL2355,0.1360,0.6906,0.48
glucose 6-phosphate,GL405,CL2355,0.1483,0.7126,0.34
"fructose 1,6-diphosphate/glucose 1,6-diphosphate/myo-inositol diphosphates",GL405,CL2355,0.1053,0.6587,0.25
dihydroxyacetone phosphate (DHAP),GL405,CL2355,0.0695,0.5703,0.45
2-phosphoglycerate,GL405,CL2355,0.1257,0.6783,0.25
3-phosphoglycerate,GL405,CL2355,0.1117,0.6782,0.33
phosphoenolpyruvate (PEP),GL405,CL2355,0.1326,0.6798,0.32
pyruvate,GL405,CL2355,0.8322,1.0000,1.40
lactate,GL405,CL2355,0.0182,0.4223,0.52
glycerate,GL405,CL2355,0.6337,0.9804,1.32
6-phosphogluconate,GL405,CL2355,0.0221,0.4347,0.31
ribose 1-phosphate,GL405,CL2355,0.2443,0.7809,0.36
sedoheptulose-7-phosphate,GL405,CL2355,0.0699,0.5703,0.48
ribose,GL405,CL2355,0.8896,1.0000,1.38
ribitol,GL405,CL2355,0.1329,0.6798,0.45
ribonate,GL405,CL2355,0.2386,0.7809,21.00
arabitol/xylitol,GL405,CL2355,0.0918,0.6209,0.55
arabonate/xylonate,GL405,CL2355,0.0088,0.4014,0.22
sedoheptulose,GL405,CL2355,0.7867,1.0000,0.99
lyxonate,GL405,CL2355,0.9473,1.0000,1.11
maltotetraose,GL405,CL2355,0.8300,1.0000,1.54
maltotriose,GL405,CL2355,0.1993,0.7727,0.37
maltose,GL405,CL2355,0.1478,0.7126,0.38
lactobionate,GL405,CL2355,0.3957,0.8617,0.16
trehalose,GL405,CL2355,0.8305,1.0000,0.71
trehalose 6-phosphate,GL405,CL2355,1.0000,1.0000,1.00
mannitol/sorbitol,GL405,CL2355,0.0113,0.4110,0.34
mannose,GL405,CL2355,0.8996,1.0000,1.03
galactitol (dulcitol),GL405,CL2355,0.5164,0.9137,1.13
UDP-glucose,GL405,CL2355,0.2709,0.7842,0.34
UDP-galactose,GL405,CL2355,0.0209,0.4347,0.13
UDP-glucuronate,GL405,CL2355,0.6307,0.9804,0.46
UDP-N-acetylglucosamine/galactosamine,GL405,CL2355,0.8704,1.0000,1.05
deoxythymidine diphosphate-rhamnose,GL405,CL2355,0.4571,0.8801,0.73
glucosamine-6-phosphate,GL405,CL2355,0.1056,0.6587,0.29
glucuronate,GL405,CL2355,0.0526,0.5473,0.43
diacetylchitobiose,GL405,CL2355,0.1821,0.7462,0.23
N-acetylglucosamine 6-phosphate,GL405,CL2355,0.1572,0.7292,0.42
N-acetyl-glucosamine 1-phosphate,GL405,CL2355,0.0571,0.5483,0.26
N-acetylmuramate,GL405,CL2355,0.9955,1.0000,0.98
N-acetylglucosaminylasparagine,GL405,CL2355,0.0323,0.4951,0.33
erythronate*,GL405,CL2355,0.1487,0.7126,0.69
N-acetylglucosamine/N-acetylgalactosamine,GL405,CL2355,0.2524,0.7842,0.69
N6-carboxymethyllysine,GL405,CL2355,0.0172,0.4223,0.34
citrate,GL405,CL2355,0.8959,1.0000,0.92
aconitate [cis or trans],GL405,CL2355,0.9789,1.0000,0.96
isocitrate,GL405,CL2355,0.9660,1.0000,0.81
alpha-ketoglutarate,GL405,CL2355,0.6171,0.9759,1.14
succinylcarnitine (C4-DC),GL405,CL2355,0.0034,0.2629,0.25
succinate,GL405,CL2355,0.2174,0.7773,0.37
fumarate,GL405,CL2355,0.4388,0.8685,0.40
malate,GL405,CL2355,0.0118,0.4110,0.26
2-methylcitrate/homocitrate,GL405,CL2355,0.2426,0.7809,0.63
phosphate,GL405,CL2355,0.7193,1.0000,1.36
acetyl CoA,GL405,CL2355,0.6088,0.9708,0.85
butyrate/isobutyrate (4:0),GL405,CL2355,0.2302,0.7809,0.36
caprate (10:0),GL405,CL2355,0.0243,0.4366,0.06
cis-4-decenoate (10:1n6)*,GL405,CL2355,0.2735,0.7842,0.26
10-undecenoate (11:1n1),GL405,CL2355,0.7737,1.0000,1.16
laurate (12:0),GL405,CL2355,0.4330,0.8678,0.83
5-dodecenoate (12:1n7),GL405,CL2355,0.7517,1.0000,1.28
myristate (14:0),GL405,CL2355,0.7147,1.0000,1.03
stearate (18:0),GL405,CL2355,0.7883,1.0000,1.19
nonadecanoate (19:0),GL405,CL2355,0.4252,0.8674,1.48
arachidate (20:0),GL405,CL2355,0.8345,1.0000,1.62
behenate (22:0)*,GL405,CL2355,0.9693,1.0000,2.53
myristoleate (14:1n5),GL405,CL2355,0.1451,0.7126,0.61
palmitoleate (16:1n7),GL405,CL2355,0.3991,0.8617,0.76
oleate/vaccenate (18:1),GL405,CL2355,0.0923,0.6209,0.51
eicosenoate (20:1),GL405,CL2355,0.0939,0.6209,0.53
erucate (22:1n9),GL405,CL2355,0.0549,0.5473,0.47
tetradecadienoate (14:2)*,GL405,CL2355,0.8448,1.0000,1.44
hexadecatrienoate (16:3n3),GL405,CL2355,0.0959,0.6286,0.19
heptadecatrienoate (17:3)*,GL405,CL2355,0.2415,0.7809,0.45
stearidonate (18:4n3),GL405,CL2355,0.4632,0.8817,0.75
eicosapentaenoate (EPA; 20:5n3),GL405,CL2355,0.1832,0.7462,0.57
docosapentaenoate (n3 DPA; 22:5n3),GL405,CL2355,0.1711,0.7415,0.58
docosatrienoate (22:3n3),GL405,CL2355,0.0146,0.4110,0.31
hexadecadienoate (16:2n6),GL405,CL2355,0.5153,0.9137,0.89
linoleate (18:2n6),GL405,CL2355,0.0668,0.5565,0.44
linolenate [alpha or gamma; (18:3n3 or 6)],GL405,CL2355,0.1722,0.7419,0.50
dihomo-linoleate (20:2n6),GL405,CL2355,0.0057,0.3342,0.22
dihomo-linolenate (20:3n3 or n6),GL405,CL2355,0.2259,0.7809,0.63
arachidonate (20:4n6),GL405,CL2355,0.1820,0.7462,0.70
docosadienoate (22:2n6),GL405,CL2355,0.0004,0.1101,0.08
(12 or 13)-methylmyristate (a15:0 or i15:0),GL405,CL2355,0.3944,0.8617,0.62
(14 or 15)-methylpalmitate (a17:0 or i17:0),GL405,CL2355,0.1301,0.6787,0.51
(16 or 17)-methylstearate (a19:0 or i19:0),GL405,CL2355,0.0863,0.6209,0.24
glutarate (C5-DC),GL405,CL2355,0.2620,0.7842,0.11
2-hydroxyglutarate,GL405,CL2355,0.0226,0.4347,0.42
3-hydroxyadipate,GL405,CL2355,0.1262,0.6783,0.45
maleate,GL405,CL2355,0.6579,0.9914,2.03
suberate (C8-DC),GL405,CL2355,0.9047,1.0000,0.86
azelate (C9-DC),GL405,CL2355,0.0413,0.5250,0.57
sebacate (C10-DC),GL405,CL2355,0.0172,0.4223,0.38
dodecanedioate (C12-DC),GL405,CL2355,0.2436,0.7809,1.80
dodecadienoate (12:2)*,GL405,CL2355,0.8368,1.0000,1.20
tetradecanedioate (C14-DC),GL405,CL2355,0.4268,0.8676,1.19
hexadecanedioate (C16-DC),GL405,CL2355,0.2489,0.7842,1.50
hexadecenedioate (C16:1-DC)*,GL405,CL2355,0.3310,0.8351,1.95
octadecanedioate (C18-DC),GL405,CL2355,0.9644,1.0000,1.03
octadecenedioate (C18:1-DC),GL405,CL2355,0.0150,0.4110,0.36
octadecadienedioate (C18:2-DC)*,GL405,CL2355,0.0079,0.4014,0.27
nonadecanedioate (C19-DC),GL405,CL2355,0.5157,0.9137,0.68
propionylcarnitine (C3),GL405,CL2355,0.3650,0.8589,0.49
methylmalonate (MMA),GL405,CL2355,0.7186,1.0000,0.95
acetylcarnitine (C2),GL405,CL2355,0.4960,0.9058,1.35
octanoylcarnitine (C8),GL405,CL2355,0.4009,0.8617,0.68
"cis-3,4-methyleneheptanoylcarnitine",GL405,CL2355,0.9169,1.0000,0.93
pentadecanoylcarnitine (C15)*,GL405,CL2355,0.1464,0.7126,0.51
palmitoylcarnitine (C16),GL405,CL2355,0.6889,1.0000,0.83
margaroylcarnitine (C17)*,GL405,CL2355,0.5894,0.9660,0.72
stearoylcarnitine (C18),GL405,CL2355,0.3064,0.8061,1.59
arachidoylcarnitine (C20)*,GL405,CL2355,0.0334,0.4971,2.27
behenoylcarnitine (C22)*,GL405,CL2355,0.2358,0.7809,1.41
lignoceroylcarnitine (C24)*,GL405,CL2355,0.1976,0.7727,1.59
cerotoylcarnitine (C26)*,GL405,CL2355,0.9904,1.0000,1.00
3-decenoylcarnitine,GL405,CL2355,0.5543,0.9380,0.84
cis-4-decenoylcarnitine (C10:1),GL405,CL2355,0.9723,1.0000,0.94
undecenoylcarnitine (C11:1),GL405,CL2355,0.8257,1.0000,0.91
5-dodecenoylcarnitine (C12:1),GL405,CL2355,0.3463,0.8417,0.98
myristoleoylcarnitine (C14:1)*,GL405,CL2355,0.7820,1.0000,0.88
palmitoleoylcarnitine (C16:1)*,GL405,CL2355,0.7643,1.0000,0.37
oleoylcarnitine (C18:1),GL405,CL2355,0.8785,1.0000,0.55
eicosenoylcarnitine (C20:1)*,GL405,CL2355,0.8706,1.0000,0.77
linoleoylcarnitine (C18:2)*,GL405,CL2355,0.5592,0.9406,0.23
dihomo-linoleoylcarnitine (C20:2)*,GL405,CL2355,0.8555,1.0000,0.39
arachidonoylcarnitine (C20:4),GL405,CL2355,0.9970,1.0000,0.67
dihomo-linolenoylcarnitine (C20:3n3 or 6)*,GL405,CL2355,0.9210,1.0000,0.85
(R)-3-hydroxybutyrylcarnitine,GL405,CL2355,0.7091,1.0000,1.17
(S)-3-hydroxybutyrylcarnitine,GL405,CL2355,0.8853,1.0000,1.11
3-hydroxyoctanoylcarnitine (1),GL405,CL2355,0.9967,1.0000,0.94
3-hydroxydecanoylcarnitine,GL405,CL2355,0.2873,0.7842,0.72
3-hydroxyoleoylcarnitine,GL405,CL2355,0.2563,0.7842,0.41
deoxycarnitine,GL405,CL2355,0.1040,0.6587,0.58
carnitine,GL405,CL2355,0.7553,1.0000,0.87
3-hydroxybutyrate (BHBA),GL405,CL2355,0.8244,1.0000,1.60
acetylcholine,GL405,CL2355,0.3365,0.8417,0.61
myristoylcholine*,GL405,CL2355,0.5766,0.9566,1.41
palmitoylcholine,GL405,CL2355,0.0629,0.5483,0.27
oleoylcholine,GL405,CL2355,0.2043,0.7773,0.28
linoleoylcholine*,GL405,CL2355,0.3957,0.8617,0.24
stearoylcholine*,GL405,CL2355,0.2278,0.7809,0.24
arachidonoylcholine,GL405,CL2355,0.7015,1.0000,0.52
eicosapentaenoylcholine,GL405,CL2355,0.6035,0.9708,0.70
4-hydroxybutyrate (GHB),GL405,CL2355,0.2236,0.7809,0.32
2-hydroxystearate,GL405,CL2355,0.9332,1.0000,1.43
2-hydroxybehenate,GL405,CL2355,0.3260,0.8306,1.93
2-hydroxylignocerate*,GL405,CL2355,0.0178,0.4223,2.30
3-hydroxyvalerate,GL405,CL2355,0.6565,0.9912,1.63
3-hydroxyhexanoate,GL405,CL2355,0.9618,1.0000,1.21
3-hydroxyoctanoate,GL405,CL2355,0.7843,1.0000,1.01
3-hydroxylaurate,GL405,CL2355,0.8298,1.0000,1.24
3-hydroxymyristate,GL405,CL2355,0.7344,1.0000,1.00
3-hydroxystearate,GL405,CL2355,0.9968,1.0000,1.10
5-hydroxyhexanoate,GL405,CL2355,0.5064,0.9118,0.77
8-hydroxyoctanoate,GL405,CL2355,0.0450,0.5395,0.34
"12,13-DiHOME",GL405,CL2355,0.7651,1.0000,1.00
"9,10-DiHOME",GL405,CL2355,0.3242,0.8288,0.87
"2S,3R-dihydroxybutyrate",GL405,CL2355,0.4003,0.8617,0.18
"2R,3R-dihydroxybutyrate",GL405,CL2355,0.1145,0.6782,0.51
"17,18-DiHETE",GL405,CL2355,0.8702,1.0000,1.28
5-HEPE,GL405,CL2355,0.5758,0.9566,1.02
oleoyl ethanolamide,GL405,CL2355,0.3946,0.8617,0.38
myristoyl ethanolamide,GL405,CL2355,0.7593,1.0000,0.84
palmitoyl ethanolamide,GL405,CL2355,0.3155,0.8148,0.53
stearoyl ethanolamide,GL405,CL2355,0.9406,1.0000,0.81
eicosapentaenoyl ethanolamide,GL405,CL2355,0.4938,0.9058,0.65
arachidonoyl ethanolamide,GL405,CL2355,0.6038,0.9708,1.26
linoleoyl ethanolamide,GL405,CL2355,0.4863,0.8974,0.41
linolenoyl ethanolamide,GL405,CL2355,0.2258,0.7809,0.49
palmitoleoyl ethanolamide*,GL405,CL2355,0.3297,0.8346,0.53
margaroyl ethanolamide*,GL405,CL2355,0.2738,0.7842,0.38
myo-inositol,GL405,CL2355,0.3293,0.8346,0.69
chiro-inositol,GL405,CL2355,1.0000,1.0000,1.00
choline,GL405,CL2355,0.4740,0.8911,0.90
choline phosphate,GL405,CL2355,0.5787,0.9566,0.75
cytidine 5'-diphosphocholine,GL405,CL2355,0.9432,1.0000,0.89
glycerophosphorylcholine (GPC),GL405,CL2355,0.0660,0.5565,0.50
phosphoethanolamine,GL405,CL2355,0.3995,0.8617,0.66
cytidine-5'-diphosphoethanolamine,GL405,CL2355,0.9380,1.0000,0.64
glycerophosphoethanolamine,GL405,CL2355,0.1283,0.6785,0.39
glycerophosphoserine*,GL405,CL2355,0.0131,0.4110,0.35
glycerophosphoinositol*,GL405,CL2355,0.1250,0.6783,0.39
trimethylamine N-oxide,GL405,CL2355,0.1558,0.7292,0.06
1-palmitoyl-2-stearoyl-GPC (16:0/18:0),GL405,CL2355,0.0103,0.4110,2.23
1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6),GL405,CL2355,0.0219,0.4347,2.47
1-palmitoleoyl-2-oleoyl-GPC (16:1/18:1)*,GL405,CL2355,0.5450,0.9351,1.33
"1,2-distearoyl-GPC (18:0/18:0)",GL405,CL2355,0.0038,0.2649,3.37
1-stearoyl-2-oleoyl-GPC (18:0/18:1),GL405,CL2355,0.2858,0.7842,1.32
1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*,GL405,CL2355,0.2086,0.7773,1.28
1-stearoyl-2-arachidonoyl-GPC (18:0/20:4),GL405,CL2355,0.0099,0.4110,2.80
"1,2-dioleoyl-GPC (18:1/18:1)",GL405,CL2355,0.1623,0.7327,0.70
1-oleoyl-2-linoleoyl-GPC (18:1/18:2)*,GL405,CL2355,0.2871,0.7842,0.75
1-oleoyl-2-alpha-linolenoyl-GPC (18:1/18:3n3),GL405,CL2355,0.0423,0.5250,2.54
1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*,GL405,CL2355,0.6799,1.0000,0.72
1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,GL405,CL2355,0.7266,1.0000,1.10
"1,2-dipalmitoyl-GPE (16:0/16:0)*",GL405,CL2355,0.7790,1.0000,1.50
1-palmitoyl-2-stearoyl-GPE (16:0/18:0)*,GL405,CL2355,0.0549,0.5473,0.36
1-palmitoyl-2-oleoyl-GPE (16:0/18:1),GL405,CL2355,0.9463,1.0000,0.97
1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*,GL405,CL2355,0.9021,1.0000,0.96
1-palmitoleoyl-2-oleoyl-GPE (16:1/18:1)*,GL405,CL2355,0.3395,0.8417,0.95
1-stearoyl-2-oleoyl-GPE (18:0/18:1),GL405,CL2355,0.0265,0.4416,0.39
1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*,GL405,CL2355,0.3988,0.8617,1.19
1-stearoyl-2-arachidonoyl-GPE (18:0/20:4),GL405,CL2355,0.9581,1.0000,0.87
"1,2-dioleoyl-GPE (18:1/18:1)",GL405,CL2355,0.0008,0.1538,0.40
1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,GL405,CL2355,0.0011,0.1620,0.38
1-oleoyl-2-arachidonoyl-GPE (18:1/20:4)*,GL405,CL2355,0.1887,0.7462,0.63
"1,2-dilinoleoyl-GPE (18:2/18:2)*",GL405,CL2355,0.0609,0.5483,0.58
1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),GL405,CL2355,0.4612,0.8817,1.11
1-palmitoyl-2-oleoyl-GPG (16:0/18:1),GL405,CL2355,0.9925,1.0000,1.23
1-palmitoleoyl-2-oleoyl-GPG (16:1/18:1)*,GL405,CL2355,0.2345,0.7809,5.01
1-stearoyl-2-oleoyl-GPG (18:0/18:1),GL405,CL2355,0.5177,0.9137,1.79
1-stearoyl-2-linoleoyl-GPI (18:0/18:2),GL405,CL2355,0.7940,1.0000,1.12
1-stearoyl-2-arachidonoyl-GPI (18:0/20:4),GL405,CL2355,0.6037,0.9708,0.74
1-palmitoyl-GPC (16:0),GL405,CL2355,0.5676,0.9519,0.69
1-palmitoleoyl-GPC (16:1)*,GL405,CL2355,0.2229,0.7809,0.40
1-stearoyl-GPC (18:0),GL405,CL2355,0.3953,0.8617,1.00
1-oleoyl-GPC (18:1),GL405,CL2355,0.4022,0.8617,0.62
1-linoleoyl-GPC (18:2),GL405,CL2355,0.2120,0.7773,0.30
1-linolenoyl-GPC (18:3)*,GL405,CL2355,0.3970,0.8617,0.32
1-arachidonoyl-GPC (20:4n6)*,GL405,CL2355,0.2405,0.7809,0.68
1-lignoceroyl-GPC (24:0),GL405,CL2355,0.3758,0.8617,0.93
1-palmitoyl-GPE (16:0),GL405,CL2355,0.9253,1.0000,0.85
1-stearoyl-GPE (18:0),GL405,CL2355,0.3455,0.8417,0.65
2-stearoyl-GPE (18:0)*,GL405,CL2355,0.4900,0.9013,0.72
1-oleoyl-GPE (18:1),GL405,CL2355,0.0050,0.3216,0.22
1-linoleoyl-GPE (18:2)*,GL405,CL2355,0.0382,0.5136,0.09
1-arachidonoyl-GPE (20:4n6)*,GL405,CL2355,0.2058,0.7773,0.29
1-stearoyl-GPS (18:0)*,GL405,CL2355,0.2775,0.7842,0.75
1-stearoyl-GPG (18:0),GL405,CL2355,1.0000,1.0000,1.00
1-stearoyl-GPI (18:0),GL405,CL2355,0.0839,0.6209,0.55
1-oleoyl-GPI (18:1),GL405,CL2355,0.0626,0.5483,0.18
1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*,GL405,CL2355,0.3489,0.8417,0.74
1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*,GL405,CL2355,0.2626,0.7842,0.70
1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1),GL405,CL2355,0.0134,0.4110,0.57
1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*,GL405,CL2355,0.0020,0.2528,0.44
1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*,GL405,CL2355,0.7279,1.0000,0.99
1-(1-enyl-palmitoyl)-GPE (P-16:0)*,GL405,CL2355,0.1167,0.6782,0.30
1-(1-enyl-oleoyl)-GPE (P-18:1)*,GL405,CL2355,0.0034,0.2629,0.27
1-(1-enyl-stearoyl)-GPE (P-18:0)*,GL405,CL2355,0.0614,0.5483,0.53
1-(1-enyl-oleoyl)-2-oleoyl-GPE (P-18:1/18:1)*,GL405,CL2355,0.0000,0.0070,0.21
glycerol,GL405,CL2355,0.6058,0.9708,0.68
glycerol 3-phosphate,GL405,CL2355,0.2373,0.7809,0.47
glycerophosphoglycerol,GL405,CL2355,0.9650,1.0000,2.08
1-myristoylglycerol (14:0),GL405,CL2355,1.0000,1.0000,1.00
1-pentadecanoylglycerol (15:0),GL405,CL2355,0.1117,0.6782,0.27
1-palmitoylglycerol (16:0),GL405,CL2355,0.3715,0.8617,0.24
1-palmitoleoylglycerol (16:1)*,GL405,CL2355,0.4044,0.8617,0.39
1-margaroylglycerol (17:0),GL405,CL2355,0.4104,0.8674,0.73
1-oleoylglycerol (18:1),GL405,CL2355,0.1042,0.6587,0.29
1-linoleoylglycerol (18:2),GL405,CL2355,0.0595,0.5483,0.22
1-linolenoylglycerol (18:3),GL405,CL2355,0.2675,0.7842,0.25
1-dihomo-linolenylglycerol (20:3),GL405,CL2355,0.1411,0.7076,0.31
1-arachidonylglycerol (20:4),GL405,CL2355,0.5147,0.9137,0.41
1-eicosapentaenoylglycerol (20:5)*,GL405,CL2355,0.2667,0.7842,0.15
2-palmitoleoylglycerol (16:1)*,GL405,CL2355,1.0000,1.0000,1.00
2-oleoylglycerol (18:1),GL405,CL2355,0.1176,0.6782,0.21
2-linoleoylglycerol (18:2),GL405,CL2355,0.3328,0.8369,0.37
2-arachidonoylglycerol (20:4),GL405,CL2355,0.0577,0.5483,0.23
2-eicosapentaenoylglycerol (20:5)*,GL405,CL2355,0.3836,0.8617,0.26
1-heptadecenoylglycerol (17:1)*,GL405,CL2355,0.0934,0.6209,0.22
2-heptadecenoylglycerol (17:1)*,GL405,CL2355,0.8591,1.0000,1.87
1-dihomo-linoleoylglycerol (20:2),GL405,CL2355,0.0149,0.4110,0.18
oleoyl-linoleoyl-glycerol (18:1/18:2) [2],GL405,CL2355,0.9759,1.0000,0.82
stearoyl-arachidonoyl-glycerol (18:0/20:4) [1]*,GL405,CL2355,0.1133,0.6782,2.03
stearoyl-arachidonoyl-glycerol (18:0/20:4) [2]*,GL405,CL2355,0.0886,0.6209,2.25
oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*,GL405,CL2355,0.5116,0.9137,0.62
linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*,GL405,CL2355,0.7334,1.0000,0.67
linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [1]*,GL405,CL2355,0.8657,1.0000,0.81
sphinganine,GL405,CL2355,0.6357,0.9804,0.90
phytosphingosine,GL405,CL2355,0.2421,0.7809,0.65
hexadecasphinganine (d16:0)*,GL405,CL2355,0.2655,0.7842,1.87
1-deoxysphinganine (m18:0),GL405,CL2355,0.4771,0.8924,0.69
"sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*",GL405,CL2355,0.0252,0.4399,0.04
heptadecasphingosine (d17:1),GL405,CL2355,0.0396,0.5187,2.12
3-hydroxy-3-methylglutarate,GL405,CL2355,0.6231,0.9804,0.39
7-dehydrocholesterol,GL405,CL2355,0.2552,0.7842,1.70
4-cholesten-3-one,GL405,CL2355,0.2131,0.7773,0.26
cholate,GL405,CL2355,0.3992,0.8617,1.62
glycocholate,GL405,CL2355,0.5404,0.9314,1.04
taurocholate,GL405,CL2355,0.8677,1.0000,0.87
deoxycholate,GL405,CL2355,0.9498,1.0000,1.16
glycodeoxycholate,GL405,CL2355,0.7801,1.0000,0.95
taurodeoxycholate,GL405,CL2355,0.9886,1.0000,0.78
inosine 5'-monophosphate (IMP),GL405,CL2355,0.5498,0.9380,1.28
inosine,GL405,CL2355,0.2781,0.7842,0.38
hypoxanthine,GL405,CL2355,0.4279,0.8676,0.64
xanthine,GL405,CL2355,0.2758,0.7842,0.56
xanthosine,GL405,CL2355,0.0073,0.4002,0.13
2'-deoxyinosine,GL405,CL2355,0.3751,0.8617,0.34
urate,GL405,CL2355,0.1280,0.6785,0.51
uric acid ribonucleoside*,GL405,CL2355,0.2598,0.7842,0.52
allantoin,GL405,CL2355,0.6728,0.9970,1.04
allantoic acid,GL405,CL2355,0.8795,1.0000,2.15
adenosine 5'-monophosphate (AMP),GL405,CL2355,0.8155,1.0000,0.82
adenosine 3'-monophosphate (3'-AMP),GL405,CL2355,0.1669,0.7357,0.25
adenosine 2'-monophosphate (2'-AMP),GL405,CL2355,0.9591,1.0000,1.17
"adenosine 3',5'-cyclic monophosphate (cAMP)",GL405,CL2355,0.2871,0.7842,0.42
"adenosine-2',3'-cyclic monophosphate",GL405,CL2355,0.8842,1.0000,1.24
"adenosine 3',5'-diphosphate",GL405,CL2355,0.5085,0.9134,0.85
adenylosuccinate,GL405,CL2355,0.1825,0.7462,0.34
adenosine,GL405,CL2355,0.7354,1.0000,1.19
adenine,GL405,CL2355,0.0370,0.5072,3.40
1-methyladenine,GL405,CL2355,0.0399,0.5187,0.43
N1-methyladenosine,GL405,CL2355,0.2781,0.7842,0.34
N6-methyladenosine,GL405,CL2355,0.6225,0.9804,0.48
isopentenyl adenosine,GL405,CL2355,0.0034,0.2629,0.07
N6-carbamoylthreonyladenosine,GL405,CL2355,0.0524,0.5473,0.67
2'-deoxyadenosine 5'-monophosphate,GL405,CL2355,0.1744,0.7421,0.38
N6-succinyladenosine,GL405,CL2355,0.9823,1.0000,0.97
guanosine 5'-diphosphate (GDP),GL405,CL2355,0.1565,0.7292,6.05
guanosine 5'-monophosphate (5'-GMP),GL405,CL2355,0.9412,1.0000,1.10
guanosine 3'-monophosphate (3'-GMP),GL405,CL2355,0.7444,1.0000,1.62
"guanosine-2',3'-cyclic monophosphate",GL405,CL2355,0.4818,0.8948,6.69
guanosine,GL405,CL2355,0.6618,0.9954,0.90
guanine,GL405,CL2355,0.2813,0.7842,0.42
1-methylguanine,GL405,CL2355,0.3594,0.8482,0.36
7-methylguanine,GL405,CL2355,0.0503,0.5473,0.29
7-methylguanosine,GL405,CL2355,0.4867,0.8974,0.40
N1-methylguanosine,GL405,CL2355,0.3121,0.8121,0.57
N2-methylguanosine,GL405,CL2355,0.3976,0.8617,0.49
"N2,N2-dimethylguanosine",GL405,CL2355,0.7750,1.0000,0.40
"N2,N2-dimethylguanine",GL405,CL2355,0.0627,0.5483,0.52
8-hydroxyguanine,GL405,CL2355,0.8191,1.0000,3.51
2'-deoxyguanosine 5'-monophosphate (dGMP),GL405,CL2355,0.7013,1.0000,0.91
2'-deoxyguanosine,GL405,CL2355,0.8401,1.0000,0.71
N-carbamoylaspartate,GL405,CL2355,0.8154,1.0000,0.37
dihydroorotate,GL405,CL2355,0.4685,0.8894,0.48
orotate,GL405,CL2355,0.2791,0.7842,0.36
orotidine,GL405,CL2355,0.0871,0.6209,0.40
uridine 5'-diphosphate (UDP),GL405,CL2355,0.4351,0.8678,1.10
